-102.083,23.262,0
-115.343,32.171,0
-135.514,-3.706,0
41.44,18.179,0
-115.731,0.497,0
-111.179,19.333,0
48.628,19.734,0
-126.513,44.07,0
59.779,11.148,0
-100.38,-1.145,0
-119.965,22.785,0
29.961,5.201,0
49.01,16.366,0
-125.92,42.535,0
-104.661,18.022,0
-104.252,4.087,0
-114.311,3.991,0
-124.501,-3.463,0
32.687,-2.603,0
-128.511,9.322,0
22.409,7.227,0
-127.351,33.963,0
-113.914,-3.361,0
-103.391,4.754,0
52.854,-3.194,0
-115.855,17.554,0
-126.423,42.024,0
-104.3,24.842,0
-123.035,4.709,0
-124.506,5.959,0
-139.935,22.502,0
-130.068,45.177,0
-133.804,8.189,0
-110.917,10.876,0
-135.859,19.022,0
45.257,-1.4,0
58.838,16.179,0
49.787,17.173,0
56.144,7.087,0
-136.987,27.946,0
-115.99,4.122,0
-133.325,-2.018,0
-137.671,7.705,0
-118.253,34.914,0
61.312,4.397,0
49.272,1.806,0
-107.08,0.675,0
-137.048,12.048,0
-113.869,25.726,0
-98.846,23.634,0
-132.484,-0.476,0
-106.833,26.735,0
-118.556,-1.111,0
-125.442,-1.184,0
-139.536,19.222,0
47.288,17.707,0
30.714,0.849,0
27.359,5.058,0
40.109,-2.689,0
24.186,10.141,0
-130.879,27.636,0
-140.452,15.026,0
22.781,5.605,0
45.426,8.737,0
37.009,10.521,0
52.605,20.472,0
25.622,-4.465,0
-127.862,27.118,0
-103.316,19.426,0
30.693,-0.621,0
25.974,0.174,0
-138.011,23.674,0
-140.171,21.13,0
-140.923,-1.559,0
-119.319,16.226,0
42.742,0.651,0
55.1,7.762,0
43.74,2.37,0
32.932,-4.006,0
19.271,6.076,0
-137.069,25.921,0
57.805,18.058,0
-108.04,2.255,0
-123.913,40.047,0
35.436,11.344,0
-117.648,22.44,0
-136.12,32.317,0
-123.27,-1.975,0
31.121,10.965,0
21.57,0.123,0
-112.397,-3.798,0
-123.737,24.39,0
-129.266,18.072,0
-101.362,15.661,0
-105.182,-2.081,0
-137.981,23.338,0
-106.448,23.617,0
-101.231,16.974,0
-129.037,6.428,0
-134.466,9.676,0
26.274,4.81,0
44.797,17.286,0
-128.751,10.889,0
26.078,9.003,0
21.41,6.323,0
61.914,9.093,0
-138.292,18.043,0
-105.162,14.409,0
-98.299,14.329,0
42.515,1.254,0
50.797,6.112,0
38.308,-2.27,0
-110.462,-0.966,0
-119.227,28.183,0
-117.364,3.697,0
-127.085,38.049,0
-114.047,10.464,0
-111.459,24.359,0
-139.419,26.676,0
-119.537,8.154,0
-100.747,17.021,0
-109.638,8.706,0
-131.552,12.848,0
-126.129,44.341,0
-119.503,19.649,0
36.273,0.88,0
-133.661,4.897,0
64.03,-1.631,0
-116.345,8.862,0
-128.718,12.97,0
-105.387,-4.691,0
57.745,25.392,0
46.265,15.346,0
-124.601,15.677,0
-115.827,1.593,0
-136.943,28.669,0
59.362,17.955,0
57.106,19.884,0
-113.168,30.151,0
-127.626,-2.556,0
-108.314,10.485,0
23.823,4.859,0
26.184,-0.843,0
-127.017,43.226,0
-137.483,-0.711,0
-104.112,1.201,0
21.926,9.958,0
60.509,21.313,0
-112.966,1.954,0
-115.603,17.46,0
-109.393,5.416,0
41.92,13.022,0
-117.558,-2.438,0
24.602,5.793,0
-129.787,6.614,0
24.616,-0.819,0
22.549,3.042,0
36.192,3.744,0
-128.44,13.896,0
-116.626,-4.598,0
37.381,2.174,0
33.738,5.576,0
-116.239,26.239,0
38.222,-1.049,0
-136.048,21.543,0
-117.353,7.224,0
50.194,3.127,0
-104.391,13.744,0
-105.414,18.542,0
-142.811,9.847,0
-131.793,34.271,0
30.706,8.853,0
61.495,4.997,0
-131.887,15.472,0
-101.199,2.543,0
-122.765,38.747,0
-125.577,36.467,0
-131.566,37.213,0
-107.015,-0.146,0
42.702,6.535,0
29.149,7.87,0
-113.498,15.254,0
57.582,11.041,0
-123.625,40.404,0
-111.689,15.266,0
28.301,9.745,0
-139.51,21.248,0
40.109,11.302,0
-111.539,26.143,0
21.497,-0.84,0
-131.279,39.507,0
31.226,-2.291,0
62.115,1.526,0
-119.201,30.961,0
22.64,1.656,0
62.293,-1.229,0
37.451,15.874,0
-123.688,20.472,0
40.16,7.153,0
-108.634,29.094,0
63.433,-2.069,0
-133.486,5.414,0
-111.183,19.903,0
21.499,1.1,0
26.453,4.19,0
31.36,2.075,0
-121.894,2.849,0
-126.84,45.468,0
-139.37,-3.466,0
-117.083,22.818,0
41.651,4.197,0
28.256,-0.729,0
-101.683,24.627,0
23.521,-4.644,0
-125.618,4.145,0
-108.347,5.3,0
-106.297,27.895,0
-123.07,40.987,0
57.762,1.09,0
-137.972,5.146,0
-142.203,5.952,0
22.666,-1.783,0
52.816,22.076,0
-105.861,14.838,0
-114.362,14.206,0
-106.746,13.816,0
-100.75,-4.763,0
-131.015,27.208,0
53.185,7.814,0
-108.133,-3.769,0
-132.224,24.336,0
-104.191,9.943,0
-111.765,6.051,0
32.136,11.165,0
36.481,-0.818,0
-110.111,3.414,0
-117.236,17.694,0
-128.215,16.017,0
41.979,1.934,0
-105.465,-2.335,0
-115.444,24.155,0
56.178,16.507,0
-139.884,4.562,0
29.882,-2.946,0
-119.962,24.79,0
-113.793,-0.725,0
30.787,-4.512,0
-129.863,6.481,0
-110.997,-1.572,0
-116.352,20.222,0
27.385,1.264,0
24.404,5.151,0
-136.682,6.466,0
35.626,1.782,0
33.046,4.977,0
-132.719,11.737,0
33.173,10.215,0
-117.88,35.429,0
-127.506,16.653,0
26.558,-0.673,0
-117.126,29.165,0
-136.935,0.855,0
47.713,11.955,0
-139.781,19.504,0
-127.304,-1.219,0
59.078,25.378,0
-109.394,19.511,0
-103.013,5.642,0
-125.091,24.417,0
-112.411,16.906,0
-135.743,1.955,0
-124.384,20.547,0
-116.905,17.183,0
38.867,10.228,0
-101.675,8.525,0
-138.595,25.677,0
38.023,14.136,0
-121.962,16.122,0
31.221,-3.008,0
30.046,6.2,0
-120.513,23.74,0
-103.587,-0.717,0
52.729,26.028,0
47.409,7.774,0
-124.961,24.027,0
-121.752,32.66,0
53.895,10.654,0
57.778,17.698,0
43.339,13.771,0
-115.374,12.459,0
-99.612,11.668,0
47.953,-3.037,0
-122.451,39.113,0
-124.504,10.561,0
23.611,2.766,0
-101.107,6.28,0
46.535,4.216,0
-124.231,20.855,0
48.155,12.384,0
37.138,5.648,0
37.534,4.897,0
20.673,4.024,0
57.649,15.066,0
-112.27,21.336,0
-114.275,26.866,0
-125.239,7.232,0
55.362,1.82,0
58.868,10.131,0
-115.338,-1.513,0
-103.227,22.437,0
-104.218,5.109,0
-108.437,7.165,0
23.15,-2.045,0
-109.354,19.168,0
-117.759,6.016,0
28.943,9.663,0
-138.114,1.924,0
-120.392,38.117,0
-99.66,4.472,0
-105.832,2.58,0
-100.645,-0.114,0
34.032,12.627,0
53.411,-3.977,0
-129.522,17.118,0
49.593,22.512,0
-132.288,36.815,0
-124.29,28.027,0
-139.753,22.81,0
-140.197,22.623,0
30.279,1.497,0
-111.354,15.231,0
56.734,25.284,0
-107.374,10.56,0
-102.462,16.406,0
